Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Critic_Score_Class
PS2,Fighting,Atari,"2,17","0,28","0,55","0,08","3,09",T,Aceptable
PS2,Sports,Electronic Arts,"2,5","0,16","0,01","0,42","3,08",E,Excelente
PC,Simulation,Electronic Arts,"1,72","1,21",0,"0,14","3,07",T,Bueno
Wii,Action,Warner Bros. Interactive Entertainment,"1,8","0,98",0,"0,29","3,07",E10+,Bueno
DS,Action,Warner Bros. Interactive Entertainment,"1,75","1,01",0,"0,29","3,05",E10+,Bueno
X360,Shooter,Take-Two Interactive,"1,89","0,88","0,04","0,25","3,05",M,Excelente
X360,Action,Activision,"1,91","0,84",0,"0,29","3,05",E10+,Bueno
X360,Role-Playing,Electronic Arts,"1,94","0,84","0,03","0,24","3,04",M,Excelente
X360,Action,THQ,"1,95","0,79","0,02","0,28","3,04",M,Excelente
PS3,Adventure,Sony Computer Entertainment,"1,29","1,21","0,06","0,47","3,03",M,Excelente
X,Action,Ubisoft,"1,85","1,04",0,"0,13","3,02",T,Excelente
PS4,Sports,Electronic Arts,"0,62","1,85","0,12","0,44","3,02",E,Excelente
X360,Sports,Take-Two Interactive,"2,61","0,2","0,01","0,19","3,01",E,Excelente
PS3,Shooter,Sony Computer Entertainment,"1,4","1,06","0,08","0,47","3,01",M,Excelente
X360,Shooter,Ubisoft,"1,38","1,32","0,02","0,28","3,01",M,Excelente
Wii,Platform,Disney Interactive Studios,"2,04","0,63","0,12","0,22",3,E,Bueno
PS2,Fighting,Atari,"1,15",0,"0,76","1,09",3,T,Bueno
PC,Misc,Electronic Arts,"1,67","1,18",0,"0,13","2,99",T,Excelente
PS2,Sports,Konami Digital Entertainment,"0,12","1,26","1,16","0,45","2,99",E,Excelente
PS2,Action,Capcom,"1,36","0,86","0,64","0,13","2,99",M,Excelente
PS4,Action,Warner Bros. Interactive Entertainment,"1,02","1,43","0,05","0,47","2,97",M,Excelente
PC,Role-Playing,Electronic Arts,"1,59","1,01",0,"0,38","2,97",T,Excelente
XOne,Shooter,Electronic Arts,"1,85","0,8","0,04","0,27","2,96",M,Excelente
PS2,Platform,Sega,"1,04","1,37","0,06","0,49","2,96",E,Aceptable
PS2,Action,Eidos Interactive,"1,36","1,15","0,04","0,41","2,96",M,Excelente
PS3,Shooter,Electronic Arts,"1,33","1,1","0,08","0,44","2,95",M,Excelente
PS2,Shooter,Sony Computer Entertainment,"2,22","0,51","0,06","0,15","2,94",M,Excelente
X360,Fighting,Capcom,"1,83","0,7","0,15","0,26","2,94",T,Excelente
GBA,Puzzle,Atari,"2,07","0,77","0,05","0,05","2,94",E,Bueno
PS3,Action,Sony Computer Entertainment,"1,76","0,68","0,12","0,37","2,93",T,Excelente
XOne,Shooter,Activision,"1,88","0,77",0,"0,27","2,93",M,Bueno
DS,Platform,Nintendo,"1,55","0,04","1,19","0,15","2,92",E,Bueno
X360,Role-Playing,Microsoft Game Studios,"1,83","0,79","0,03","0,27","2,91",M,Excelente
PS2,Misc,Sega,"1,54","1,14",0,"0,22","2,9",E,Bueno
PS2,Sports,Konami Digital Entertainment,"0,08","1,24","1,13","0,45","2,9",E,Excelente
X360,Sports,Sega,"1,75","0,86",0,"0,28","2,89",E10+,Aceptable
PS2,Sports,Sony Computer Entertainment,"0,99","0,32","1,38","0,2","2,89",E,Excelente
Wii,Simulation,505 Games,"1,41","1,12","0,05","0,3","2,89",E,Aceptable
Wii,Puzzle,Nintendo,"0,86","1,04","0,73","0,26","2,89",E10+,Excelente
PS2,Shooter,Activision,"1,51","1,12","0,01","0,24","2,89",T,Bueno
PS,Shooter,Sony Computer Entertainment,"2,03","0,72","0,02","0,11","2,88",T,Excelente
PS4,Fighting,Warner Bros. Interactive Entertainment,"1,55","0,82",0,"0,5","2,86",M,Excelente
X360,Sports,Electronic Arts,"2,53","0,15",0,"0,17","2,86",E,Excelente
X,Role-Playing,Ubisoft,"2,09","0,63","0,03","0,11","2,86",T,Excelente
PS4,Action,Ubisoft,"1,07","1,31","0,06","0,42","2,85",M,Excelente
PS3,Fighting,Warner Bros. Interactive Entertainment,"1,98","0,53",0,"0,34","2,85",M,Excelente
X360,Sports,Electronic Arts,"2,52","0,09",0,"0,22","2,83",E,Excelente
X360,Shooter,Take-Two Interactive,"1,65","0,85","0,05","0,28","2,83",M,Excelente
GC,Shooter,Nintendo,"1,96","0,67","0,1","0,09","2,82",T,Excelente
PS3,Action,Ubisoft,"1,87","0,55","0,11","0,29","2,82",M,Excelente
PS3,Shooter,Electronic Arts,"1,28","1,04","0,07","0,42","2,81",M,Bueno
PS4,Action,Sony Computer Entertainment,"1,29","0,98","0,07","0,46","2,8",T,Excelente
PS2,Sports,Electronic Arts,"2,19","0,22",0,"0,38","2,79",E,Excelente
PS2,Platform,Sony Computer Entertainment,"1,68","0,74",0,"0,36","2,78",T,Excelente
PS3,Shooter,Sony Computer Entertainment,"1,46","0,86","0,09","0,38","2,78",M,Excelente
PS3,Racing,Electronic Arts,"1,05","1,23","0,03","0,47","2,78",E10+,Excelente
Wii,Action,Activision,"1,35","1,13",0,"0,3","2,78",E10+,Excelente
PC,Shooter,Electronic Arts,"0,89","1,43",0,"0,46","2,78",M,Excelente
PS2,Simulation,Electronic Arts,"1,41","1,12",0,"0,24","2,77",T,Excelente
X360,Action,LucasArts,"1,74","0,77",0,"0,26","2,77",T,Bueno
X360,Action,THQ,"1,25","1,14","0,07","0,3","2,77",M,Excelente
DS,Platform,Nintendo,"1,45","0,07","1,1","0,15","2,76",E,Excelente
PS3,Fighting,Namco Bandai Games,"1,2","0,97","0,17","0,42","2,75",T,Bueno
Wii,Platform,Sega,"1,21","1,19","0,04","0,29","2,73",E,Aceptable
X360,Adventure,Take-Two Interactive,"1,53","0,92","0,02","0,24","2,7",M,Excelente
GBA,Action,Nintendo,"1,75","0,52","0,33","0,1","2,7",E,Excelente
PS2,Action,Virgin Interactive,"0,99","0,48","1,09","0,14","2,7",M,Excelente
X360,Shooter,Activision,"1,49","0,92","0,02","0,27","2,7",T,Excelente
X360,Sports,Electronic Arts,"2,42","0,11",0,"0,16","2,7",E,Bueno
PS2,Action,LucasArts,"1,85","0,64","0,01","0,19","2,69",E10+,Excelente
PS4,Shooter,Sony Computer Entertainment,"0,89","1,34","0,08","0,39","2,69",M,Bueno
X360,Sports,Electronic Arts,"2,38","0,12",0,"0,18","2,69",E,Excelente
PS2,Racing,Electronic Arts,"1,23","1,11",0,"0,34","2,68",T,Excelente
DS,Puzzle,Nintendo,"0,28","1,39","0,68","0,33","2,67",E10+,Excelente
DS,Puzzle,Nintendo,"1,63","0,51","0,35","0,18","2,67",E,Bueno
PS2,Shooter,Activision,"1,48","0,92","0,01","0,26","2,67",T,Bueno
PS,Shooter,Electronic Arts,"1,44","1,09",0,"0,14","2,67",T,Excelente
X360,Sports,Electronic Arts,"1,47","0,95",0,"0,24","2,66",T,Excelente
X,Role-Playing,Microsoft Game Studios,"1,99","0,58",0,"0,09","2,66",M,Excelente
X360,Misc,Activision,"1,78","0,63",0,"0,25","2,66",T,Excelente
PS2,Action,Ubisoft,"1,15","1,11",0,"0,4","2,65",T,Excelente
PS3,Racing,Electronic Arts,"0,69","1,4","0,04","0,52","2,65",E,Excelente
PSP,Shooter,Electronic Arts,"0,86","1,11","0,01","0,66","2,65",T,Bueno
PS3,Role-Playing,Square Enix,"0,78","0,73","0,89","0,23","2,63",T,Bueno
PS2,Racing,Take-Two Interactive,2,"0,47","0,02","0,14","2,63",T,Bueno
X360,Strategy,Microsoft Game Studios,"1,55","0,8","0,04","0,25","2,63",T,Excelente
X360,Sports,Take-Two Interactive,"2,32","0,14","0,01","0,16","2,63",E,Excelente
PS2,Sports,Sega,"2,15","0,12",0,"0,36","2,62",E,Excelente
X360,Sports,Electronic Arts,"0,59","1,79","0,01","0,23","2,62",E,Excelente
X360,Shooter,Electronic Arts,"1,56","0,8","0,04","0,21","2,62",M,Bueno
PS2,Action,Electronic Arts,"0,9","1,22","0,04","0,44","2,61",E,Bueno
PS3,Action,Sony Computer Entertainment,"1,7","0,44","0,06","0,4","2,6",M,Excelente
X360,Action,LucasArts,"1,53","0,82",0,"0,24","2,59",E10+,Excelente
PS2,Sports,Electronic Arts,"2,03","0,21",0,"0,35","2,59",E,Excelente
PS3,Sports,Electronic Arts,"0,49","1,63","0,04","0,43","2,59",E,Excelente
Wii,Sports,Nintendo,"1,05","1,05","0,24","0,24","2,58",E10+,Bueno
DS,Simulation,Nintendo,"0,62","0,82","0,96","0,18","2,58",E,Bueno
PS2,Fighting,THQ,"1,4","0,88","0,03","0,26","2,58",T,Excelente
PS4,Action,Sony Computer Entertainment,"1,08","0,84","0,26","0,39","2,58",M,Excelente
PS2,Sports,Electronic Arts,"2,14","0,08",0,"0,35","2,57",E,Bueno
PS4,Shooter,Activision,"0,99","1,03","0,16","0,4","2,57",T,Excelente
PSP,Role-Playing,Capcom,"0,37","0,27","1,75","0,18","2,57",T,Bueno
PS3,Sports,Electronic Arts,"2,12","0,22",0,"0,23","2,57",E,Excelente
GC,Platform,Sega,"1,7","0,59","0,21","0,07","2,56",E,Bueno
X360,Role-Playing,Electronic Arts,"1,76","0,55","0,03","0,22","2,56",M,Excelente
PSP,Platform,Sony Computer Entertainment,"0,64","1,22","0,01","0,67","2,55",E10+,Excelente
GC,Role-Playing,Nintendo,"1,21","0,57","0,7","0,07","2,54",E,Bueno
X360,Sports,Electronic Arts,"2,21","0,12",0,"0,2","2,53",E,Excelente
Wii,Action,Activision,"1,49","0,83",0,"0,21","2,53",E10+,Bueno
X360,Sports,Take-Two Interactive,"2,1","0,19",0,"0,23","2,52",E,Excelente
DS,Misc,Nintendo,"0,26","1,65","0,33","0,28","2,52",E,Bueno
PS2,Racing,Acclaim Entertainment,"1,13","1,12","0,06","0,22","2,52",T,Excelente
Wii,Sports,Konami Digital Entertainment,"1,11","0,85","0,29","0,25","2,5",E,Malo
X360,Role-Playing,Activision,"2,29","0,02",0,"0,19","2,5",T,Excelente
PS2,Fighting,Midway Games,"1,81","0,52",0,"0,15","2,49",M,Bueno
Wii,Misc,Midway Games,"1,47","0,77",0,"0,24","2,48",E,Malo
GC,Misc,Nintendo,"1,13","0,36","0,92","0,07","2,47",E,Aceptable
X360,Racing,Disney Interactive Studios,"1,38","0,84",0,"0,25","2,47",E,Excelente
X360,Misc,Electronic Arts,"1,93","0,33",0,"0,21","2,47",T,Excelente
PS3,Sports,Take-Two Interactive,"1,73","0,43","0,05","0,27","2,47",E,Excelente
PS3,Action,THQ,"0,86","1,04","0,18","0,38","2,47",M,Excelente
PS3,Shooter,Sony Computer Entertainment,"1,15","0,84","0,1","0,38","2,47",M,Excelente
PS4,Sports,Take-Two Interactive,"1,47","0,54","0,01","0,43","2,46",E,Excelente
PS3,Racing,Take-Two Interactive,"1,56","0,53","0,05","0,31","2,46",T,Excelente
PS,Role-Playing,SquareSoft,"0,93","0,12","1,34","0,06","2,45",T,Excelente
Wii,Action,Warner Bros. Interactive Entertainment,"1,28","0,93",0,"0,22","2,43",E10+,Bueno
PS2,Simulation,Electronic Arts,"1,07","1,19",0,"0,18","2,43",T,Excelente
XOne,Sports,Electronic Arts,"2,09","0,08",0,"0,26","2,43",E,Excelente
X360,Shooter,Ubisoft,"1,56","0,6","0,02","0,23","2,42",M,Excelente
PSP,Racing,Electronic Arts,"0,87","0,97",0,"0,58","2,42",E10+,Bueno
PS2,Fighting,Atari,"1,63","0,22","0,51","0,06","2,41",T,Aceptable
PS3,Sports,Konami Digital Entertainment,"0,29","1,17","0,54","0,41","2,41",E,Bueno
PS2,Racing,Sony Computer Entertainment,"2,07","0,26",0,"0,08","2,41",E,Excelente
PS2,Racing,Electronic Arts,"0,69",0,"0,04","1,68","2,41",E10+,Aceptable
X360,Shooter,Microsoft Game Studios,"1,44","0,7","0,04","0,22","2,4",M,Excelente
PS3,Sports,Electronic Arts,"2,05","0,15",0,"0,2","2,39",E,Excelente
PS4,Sports,Take-Two Interactive,"1,57","0,37","0,02","0,43","2,39",E,Excelente
PS2,Misc,RedOctane,"1,67","0,61","0,03","0,07","2,38",T,Excelente
3DS,Action,Nintendo,"1,16","0,57","0,47","0,17","2,38",E10+,Excelente
PS4,Action,Ubisoft,"0,63","1,32","0,07","0,37","2,38",M,Bueno
X360,Action,Deep Silver,"1,48","0,69",0,"0,2","2,37",M,Bueno
PC,Shooter,Vivendi Games,"2,28","0,02","0,08",0,"2,37",M,Excelente
PS2,Action,THQ,"0,96","1,08","0,04","0,3","2,37",T,Aceptable
X360,Sports,505 Games,"1,74","0,45",0,"0,18","2,37",E,Malo
X360,Sports,Electronic Arts,"2,18","0,01",0,"0,18","2,37",E,Excelente
PS2,Sports,Activision,"1,25","0,86","0,01","0,26","2,37",T,Excelente
XOne,Sports,Take-Two Interactive,"1,98","0,15",0,"0,25","2,37",E10+,Excelente
PS3,Sports,Electronic Arts,"2,03","0,13",0,"0,21","2,37",E,Excelente
X360,Racing,Take-Two Interactive,"1,69","0,45","0,01","0,21","2,36",T,Excelente
X360,Misc,Microsoft Game Studios,"1,73","0,43","0,02","0,17","2,35",E10+,Bueno
PC,Action,NCSoft,"0,97","1,09",0,"0,28","2,34",T,Excelente
PS2,Fighting,THQ,"0,92",0,"0,01","1,41","2,34",T,Bueno
Wii,Action,LucasArts,"1,51","0,61",0,"0,21","2,34",E10+,Bueno
PS2,Action,Capcom,"1,08","0,7","0,34","0,21","2,34",M,Excelente
X360,Sports,Microsoft Game Studios,"1,38","0,72","0,02","0,22","2,34",E,Aceptable
3DS,Role-Playing,Nintendo,"1,12","0,43","0,64","0,14","2,33",E,Bueno
PS4,Sports,Electronic Arts,"1,65","0,25",0,"0,43","2,33",E,Excelente
PS2,Shooter,Electronic Arts,"0,85","1,06","0,09","0,32","2,31",T,Excelente
PS,Racing,Electronic Arts,"1,58","0,64",0,"0,09","2,31",E,Excelente
XOne,Shooter,Ubisoft,"1,37","0,72",0,"0,21","2,3",M,Excelente
PS3,Action,Warner Bros. Interactive Entertainment,"1,08","0,8","0,04","0,38","2,3",T,Bueno
PS3,Action,LucasArts,"1,02","0,91",0,"0,36","2,29",E10+,Excelente
X,Racing,Electronic Arts,"1,38","0,8",0,"0,1","2,28",E,Bueno
DS,Action,Warner Bros. Interactive Entertainment,"1,07","0,99",0,"0,22","2,28",E10+,Bueno
PS3,Sports,Konami Digital Entertainment,"0,3","1,27","0,46","0,26","2,28",E,Bueno
PS4,Shooter,Ubisoft,"0,58","1,21","0,15","0,34","2,28",M,Bueno
X360,Simulation,Electronic Arts,"1,27","0,81",0,"0,2","2,28",T,Bueno
PS2,Sports,Electronic Arts,"0,38","0,07","0,01","1,82","2,28",E,Excelente
DS,Role-Playing,Nintendo,"0,94","0,54","0,62","0,18","2,28",E,Aceptable
PS3,Misc,Sega,"1,35","0,6",0,"0,31","2,27",E10+,Excelente
PS3,Action,Deep Silver,"1,08","0,73","0,15","0,31","2,27",M,Bueno
GBA,Platform,Nintendo,"1,22","0,1","0,91","0,04","2,27",E,Excelente
GBA,Platform,Nintendo,"0,9","0,73","0,54","0,09","2,26",E,Excelente
X360,Sports,Electronic Arts,"2,01","0,06",0,"0,19","2,26",E,Excelente
XOne,Shooter,Microsoft Game Studios,"1,45","0,59",0,"0,21","2,26",M,Excelente
XOne,Racing,Microsoft Game Studios,"1,26","0,79","0,01","0,2","2,25",E,Bueno
PS2,Adventure,Capcom,"0,62","0,44","1,06","0,13","2,25",M,Excelente
PS3,Sports,Electronic Arts,"1,93","0,15",0,"0,17","2,25",E,Bueno
GC,Role-Playing,Nintendo,"1,48","0,25","0,46","0,06","2,25",E,Excelente
X360,Action,Warner Bros. Interactive Entertainment,"1,25","0,81",0,"0,19","2,25",E10+,Excelente
PS3,Action,Sony Computer Entertainment,"1,23","0,63","0,04","0,35","2,25",M,Excelente
PS3,Misc,Activision,"1,4","0,53","0,02","0,3","2,24",T,Excelente
GBA,Platform,Sega,"1,19","0,71","0,22","0,13","2,24",E,Excelente
Wii,Misc,Sega,"1,05","0,91","0,04","0,24","2,24",E,Bueno
Wii,Shooter,Activision,"1,17","0,84",0,"0,23","2,24",T,Aceptable
WiiU,Platform,Nintendo,"1,25","0,62","0,18","0,18","2,24",E,Bueno
PSP,Fighting,Square Enix,"0,51","0,5","0,91","0,31","2,23",T,Bueno
GBA,Platform,Vivendi Games,"1,29","0,83",0,"0,11","2,23",E,Bueno
PS3,Shooter,Take-Two Interactive,"1,05","0,72","0,1","0,35","2,23",M,Excelente
PS2,Action,Ubisoft,"0,88","1,03",0,"0,31","2,22",T,Excelente
Wii,Role-Playing,Nintendo,"0,65","0,4","1,05","0,11","2,22",T,Excelente
PS3,Action,LucasArts,"1,01","0,85",0,"0,35","2,21",T,Bueno
X360,Misc,Activision,"2,01","0,02",0,"0,17","2,2",T,Excelente
X360,Misc,Electronic Arts,"1,78","0,24",0,"0,18","2,2",T,Excelente
X360,Racing,Electronic Arts,"1,03","0,96",0,"0,21","2,2",E10+,Excelente
DS,Action,Activision,"1,4","0,59",0,"0,2","2,2",E,Excelente
PS4,Sports,Electronic Arts,"1,55","0,25",0,"0,4","2,2",E,Excelente
X360,Shooter,Take-Two Interactive,"1,45","0,54","0,02","0,19","2,2",M,Excelente
X,Role-Playing,Activision,"1,68","0,44",0,"0,08","2,19",T,Excelente
PS3,Action,Konami Digital Entertainment,"0,34","0,96","0,55","0,33","2,19",E,Excelente
X360,Action,THQ,"1,17","0,77","0,02","0,22","2,18",M,Excelente
XOne,Sports,Electronic Arts,"0,61","1,42",0,"0,16","2,18",E,Excelente
PS2,Racing,THQ,"1,92","0,2",0,"0,06","2,18",E,Excelente
PS4,Racing,Sony Computer Entertainment,"0,36","1,47","0,02","0,33","2,17",E,Bueno
X360,Role-Playing,Square Enix,"1,28","0,67","0,01","0,21","2,17",T,Excelente
DS,Puzzle,Warner Bros. Interactive Entertainment,"1,67","0,3","0,02","0,18","2,16",E10+,Bueno
PC,Simulation,Electronic Arts,"1,23","0,83",0,"0,1","2,16",T,Bueno
Wii,Platform,Sega,"1,26","0,67","0,02","0,21","2,16",E10+,Aceptable
DS,Role-Playing,Nintendo,"1,28","0,03","0,73","0,12","2,15",E,Aceptable
PS3,Action,Square Enix,"0,59","1,05","0,07","0,44","2,14",M,Excelente
PS4,Action,Warner Bros. Interactive Entertainment,1,"0,68","0,12","0,35","2,14",M,Bueno
PSP,Shooter,Activision,"0,52","1,02",0,"0,59","2,13",T,Aceptable
Wii,Sports,Ubisoft,"1,49","0,46",0,"0,18","2,13",E,Aceptable
PS2,Simulation,Konami Digital Entertainment,"1,04","0,81",0,"0,27","2,13",E,Bueno
GBA,Role-Playing,SquareSoft,"0,82","0,37","0,89","0,05","2,13",E,Excelente
X,Racing,Microsoft Game Studios,"1,37","0,61","0,05","0,09","2,12",E,Excelente
PS3,Sports,Take-Two Interactive,"1,62","0,26","0,05","0,18","2,11",E,Excelente
PS3,Sports,Take-Two Interactive,"1,44","0,31","0,04","0,32","2,11",E,Excelente
PS4,Shooter,Electronic Arts,"0,71","0,94","0,14","0,32","2,11",M,Bueno
PS2,Racing,Electronic Arts,"1,68","0,31","0,02","0,09","2,11",E,Excelente
PS2,Action,Tecmo Koei,"0,63","0,21","1,13","0,13","2,11",T,Bueno
X360,Fighting,Warner Bros. Interactive Entertainment,"1,64","0,31",0,"0,16","2,11",M,Excelente
PS,Role-Playing,SquareSoft,"0,94","0,07","1,05","0,04","2,1",M,Excelente
DS,Puzzle,Nintendo,"0,63","0,05","1,35","0,08","2,1",E,Excelente
X360,Action,Take-Two Interactive,"1,85","0,12","0,01","0,13","2,1",E,Excelente
PS3,Shooter,Take-Two Interactive,"1,21","0,6",0,"0,29","2,1",M,Excelente
PS2,Action,Capcom,"0,99","0,63","0,29","0,19","2,09",M,Excelente
X360,Action,Capcom,"1,16","0,64","0,08","0,2","2,08",M,Excelente
PC,Role-Playing,Activision,"1,77","0,32",0,0,"2,08",T,Excelente
PS2,Puzzle,THQ,"1,11","0,71",0,"0,27","2,08",E,Malo
DS,Role-Playing,Square Enix,"0,89","0,04","1,07","0,09","2,08",E10+,Bueno
GC,Misc,Nintendo,"0,97","0,33","0,73","0,06","2,08",E,Aceptable
Wii,Misc,MTV Games,"1,33","0,56",0,"0,2","2,08",T,Excelente
X360,Shooter,Valve Software,"1,41","0,49","0,01","0,17","2,08",E10+,Excelente
Wii,Sports,Nintendo,"0,88","0,44","0,63","0,12","2,08",E,Aceptable
PSP,Racing,Electronic Arts,"1,77","0,12","0,02","0,17","2,07",E10+,Bueno
DS,Simulation,Electronic Arts,"0,92","0,93",0,"0,22","2,07",E,Malo
Wii,Simulation,Konami Digital Entertainment,"1,35","0,52",0,"0,19","2,07",E10+,Bueno
PS4,Action,Take-Two Interactive,"0,48","1,24","0,03","0,32","2,07",M,Aceptable
X360,Fighting,THQ,"1,48","0,39",0,"0,19","2,06",T,Excelente
PSP,Action,Konami Digital Entertainment,"0,46","0,41","0,96","0,24","2,06",T,Excelente
Wii,Platform,Nintendo,"1,42","0,09","0,45","0,1","2,06",E,Excelente
PSP,Role-Playing,Square Enix,"0,63","0,41","0,75","0,26","2,06",E10+,Excelente
X360,Action,Ubisoft,"1,2","0,62","0,04","0,19","2,06",M,Excelente
PS2,Fighting,Namco Bandai Games,"1,06","0,62","0,13","0,25","2,06",T,Excelente
X360,Racing,Electronic Arts,"1,04","0,79","0,01","0,21","2,05",E10+,Bueno
GC,Misc,Infogrames,"1,47","0,48","0,05","0,06","2,05",E,Bueno
PS3,Racing,Electronic Arts,"0,63",1,"0,05","0,38","2,05",T,Malo
X360,Shooter,Activision,"1,84","0,04","0,01","0,16","2,05",T,Excelente
3DS,Misc,Nintendo,"0,64","0,73","0,55","0,12","2,05",E,Malo
PS2,Shooter,Sony Computer Entertainment,"1,74","0,02",0,"0,28","2,04",T,Bueno
PS2,Action,Ubisoft,"0,71","1,02",0,"0,31","2,04",T,Excelente
PS4,Action,Ubisoft,"0,56","1,1","0,07","0,31","2,04",M,Excelente
PS3,Racing,Electronic Arts,"0,73","0,91","0,04","0,36","2,04",E10+,Bueno
GBA,Platform,Nintendo,"1,2","0,48","0,29","0,07","2,04",E,Bueno
X360,Misc,Microsoft Game Studios,"1,45","0,41","0,01","0,16","2,04",T,Excelente
XOne,Shooter,Electronic Arts,"1,27","0,58",0,"0,19","2,03",M,Excelente
DS,Misc,Take-Two Interactive,"1,22","0,63",0,"0,19","2,03",E,Malo
3DS,Role-Playing,Nintendo,"0,9","0,45","0,54","0,13","2,03",T,Excelente
PS2,Sports,Electronic Arts,"1,57","0,18",0,"0,27","2,03",E,Excelente
Wii,Misc,Ubisoft,"0,72","1,08",0,"0,23","2,03",E10+,Bueno
DS,Role-Playing,Nintendo,"1,15","0,04","0,83",0,"2,02",E,Aceptable
PS3,Role-Playing,Namco Bandai Games,"0,75","0,51","0,54","0,22","2,02",M,Excelente
X360,Misc,Ubisoft,"1,47","0,39",0,"0,16","2,02",E10+,Aceptable
PS4,Role-Playing,Electronic Arts,"0,73","0,88","0,08","0,32","2,01",M,Excelente
PS3,Action,Electronic Arts,"0,58","1,04","0,03","0,36","2,01",T,Aceptable
PS3,Fighting,Midway Games,"1,49","0,28",0,"0,23","2,01",T,Bueno
PS3,Action,Electronic Arts,"1,05","0,66",0,"0,29",2,M,Excelente
DS,Puzzle,Midway Games,"0,48","1,27",0,"0,24",2,E10+,Bueno
PS3,Sports,Electronic Arts,"0,79","0,89",0,"0,32","1,99",T,Excelente
PS,Action,Activision,"0,95","0,64","0,27","0,13","1,99",M,Excelente
GBA,Action,Electronic Arts,"1,21","0,64","0,05","0,09","1,99",E,Bueno
DS,Role-Playing,Square Enix,"1,06","0,26","0,53","0,13","1,98",E10+,Bueno
PS4,Racing,Electronic Arts,"0,73","0,92","0,03","0,3","1,98",E10+,Excelente
PS2,Platform,Universal Interactive,"0,74","0,95",0,"0,28","1,97",E,Malo
PS2,Action,Capcom,"0,71","0,58","0,51","0,17","1,97",M,Aceptable
PSP,Sports,Sony Computer Entertainment,"0,5","0,5","0,63","0,33","1,96",E10+,Excelente
X360,Shooter,Capcom,"1,12","0,6","0,07","0,16","1,96",M,Aceptable
X360,Racing,Microsoft Game Studios,"0,82","0,93","0,04","0,18","1,96",T,Excelente
X360,Shooter,Ubisoft,"1,09","0,65","0,02","0,2","1,95",M,Excelente
PS2,Racing,Vivendi Games,"0,74","1,01",0,"0,2","1,95",E,Aceptable
X,Action,Take-Two Interactive,"1,26","0,61",0,"0,09","1,95",AO,Excelente
PS2,Sports,Electronic Arts,"1,69","0,2",0,"0,06","1,95",E,Excelente
PS2,Fighting,Electronic Arts,"0,95","0,74",0,"0,25","1,94",T,Excelente
DS,Platform,Nintendo,"0,78","0,02","1,05","0,08","1,94",E,Bueno
PS3,Racing,Electronic Arts,"1,01","0,62","0,02","0,29","1,94",E10+,Excelente
X360,Fighting,Midway Games,"1,54","0,23",0,"0,16","1,94",T,Bueno
PS3,Simulation,Electronic Arts,"0,73","0,89","0,02","0,3","1,94",T,Bueno
PS4,Shooter,Activision,"0,78","0,79","0,05","0,31","1,94",T,Excelente
X360,Sports,Electronic Arts,"0,49","1,26","0,01","0,18","1,94",E,Excelente
PS2,Fighting,Atari,"1,09","0,15","0,65","0,04","1,94",T,Bueno
PS4,Platform,Sony Computer Entertainment,"0,68","0,93","0,01","0,31","1,94",E,Bueno
Wii,Shooter,Activision,"1,17","0,58",0,"0,18","1,94",M,Excelente
PS2,Shooter,Ubisoft,"1,42","0,4",0,"0,12","1,94",M,Aceptable
X360,Shooter,Take-Two Interactive,"1,22","0,54","0,02","0,16","1,93",M,Excelente
PS2,Role-Playing,Activision,1,"0,72",0,"0,21","1,93",T,Bueno
XOne,Racing,Microsoft Game Studios,"0,84","0,91","0,03","0,16","1,93",E,Excelente
PS2,Shooter,THQ,"0,76","0,96",0,"0,2","1,92",M,Excelente
PC,Simulation,Electronic Arts,"1,03","0,8",0,"0,09","1,92",T,Excelente
PS2,Racing,THQ,"0,94","0,73",0,"0,25","1,92",E,Excelente
PS,Misc,Sony Computer Entertainment,"0,26","0,16","1,46","0,03","1,92",K-A,Excelente
PS3,Misc,Activision,"1,1","0,55",0,"0,27","1,92",T,Excelente
PS3,Role-Playing,Activision,"0,72","0,75","0,16","0,29","1,91",M,Excelente
X360,Racing,Electronic Arts,"0,73","0,96","0,01","0,22","1,91",E,Excelente
GC,Simulation,LucasArts,"1,03","0,75","0,03","0,09","1,9",T,Excelente
PS4,Action,Square Enix,"0,5","1,03","0,08","0,29","1,9",M,Bueno
